IQ,Academic_Performance,Internship_Experience,Placement,CGPA_bin,Comm_bin,Projects_bin
91,3,Yes,Yes,High,High,Medium
98,1,No,No,Low,Low,Low
123,7,No,Yes,Low,High,Medium
90,7,No,Yes,High,High,High
91,10,No,No,Low,Low,Low
107,3,No,No,Medium,High,Low
91,6,No,No,High,Medium,Low
102,4,No,Yes,High,High,High
76,4,Yes,No,High,High,Medium
133,9,Yes,No,Medium,Low,Medium
79,7,Yes,No,High,Low,Medium
95,6,No,No,High,Medium,Medium
99,9,Yes,No,Low,Low,High
128,3,No,No,High,Low,Low
80,4,No,No,High,Medium,High
129,9,Yes,No,High,Medium,Low
111,4,No,Yes,High,High,Medium
106,7,Yes,No,Medium,High,High
85,9,No,No,Medium,High,Medium
108,4,No,No,Medium,Medium,High
89,9,Yes,No,High,Low,Low
118,7,Yes,No,,Low,Low
85,4,Yes,No,Low,Medium,High
98,3,No,No,Low,High,Low
91,6,Yes,No,Low,Low,Low
85,3,No,No,High,Low,Low
111,7,No,Yes,Low,High,High
108,1,Yes,No,High,Medium,Medium
118,7,No,No,Medium,Low,Low
73,3,Yes,No,Medium,Low,Low
115,9,No,No,Low,Medium,Low
137,6,Yes,Yes,High,High,Low
93,7,No,No,High,Medium,High
128,9,No,Yes,High,Medium,Medium
96,6,No,No,High,Low,High
79,10,No,No,Low,High,Low
95,2,Yes,No,Low,High,High
115,6,No,Yes,High,Low,Medium
87,6,No,No,High,Low,Medium
90,2,Yes,No,Low,Low,High
108,7,No,Yes,High,High,Medium
100,9,No,No,Medium,Low,Medium
108,10,No,No,Medium,Medium,Medium
103,4,No,No,Low,High,High
107,5,Yes,No,High,Low,High
93,6,Yes,No,Low,Low,High
103,1,No,No,Medium,High,High
86,8,Yes,No,Medium,Medium,High
119,9,No,No,Low,Medium,High
90,1,No,No,High,Low,High
116,4,No,No,Low,Medium,Low
96,6,No,No,Medium,High,Medium
103,10,Yes,No,High,Medium,Medium
92,1,No,No,Medium,Medium,High
84,3,Yes,No,Medium,Medium,High
73,7,No,No,Medium,Low,Medium
84,8,No,No,High,Low,Medium
95,8,No,No,High,Low,Medium
103,5,No,No,Medium,High,Low
115,1,Yes,Yes,High,Medium,Medium
93,1,No,Yes,High,High,High
86,8,Yes,No,High,Low,Medium
78,5,No,No,Low,Low,Medium
107,9,No,No,Low,Low,High
120,1,Yes,Yes,High,High,Medium
118,2,Yes,Yes,High,Medium,Medium
110,4,Yes,Yes,High,High,Medium
109,10,No,No,Medium,High,High
125,7,No,No,Low,Medium,Low
104,4,No,No,High,Medium,High
109,8,No,No,High,Low,High
95,7,Yes,No,Low,Medium,Low
79,5,No,No,Low,High,Low
89,7,No,No,Medium,High,High
99,8,Yes,No,High,Medium,Medium
100,3,No,No,High,Low,Medium
128,3,No,Yes,High,Medium,Medium
101,2,No,No,High,High,Low
117,4,No,Yes,Low,High,Medium
93,4,No,Yes,High,High,High
95,4,No,No,High,Low,High
80,2,Yes,No,High,Medium,Medium
88,7,Yes,No,High,Low,Low
107,10,No,No,Medium,Medium,Medium
100,3,Yes,No,High,Low,High
114,10,No,Yes,High,High,Low
102,1,No,Yes,High,High,Medium
94,2,No,No,Medium,Medium,High
132,5,No,Yes,High,High,High
98,9,No,No,Medium,Medium,Medium
117,4,Yes,No,Low,Medium,High
93,6,No,No,Low,Low,High
110,3,Yes,Yes,High,High,Medium
113,9,No,No,Medium,Medium,Medium
103,2,No,No,Low,High,High
64,8,No,No,High,Low,Medium
100,3,Yes,Yes,High,High,High
118,8,No,Yes,High,High,High
107,3,No,No,Low,Low,High
106,4,Yes,No,High,Low,Low
74,8,No,No,Low,Low,Low
89,10,No,No,Medium,High,Medium
106,4,No,No,Medium,High,High
106,9,No,No,High,Low,Low
118,9,No,No,Medium,Medium,High
97,6,No,No,Low,Medium,Medium
106,1,No,No,Medium,Low,High
100,9,No,No,Medium,Low,High
85,9,Yes,Yes,High,High,Medium
66,7,Yes,No,High,High,Low
106,9,No,No,Low,Medium,Medium
102,8,No,No,Low,Low,High
90,9,No,No,Low,Medium,High
75,9,Yes,No,High,Low,Medium
109,7,Yes,No,Low,Medium,High
96,6,No,No,Low,High,High
108,2,Yes,No,High,Low,Medium
127,7,Yes,No,Medium,Medium,Low
67,1,No,No,Low,Low,High
89,6,No,No,Medium,Low,Low
96,6,No,No,Medium,High,High
121,7,No,No,Medium,Medium,Low
75,2,No,No,High,Low,Low
129,4,Yes,No,Low,Low,High
102,2,No,No,Medium,High,Low
98,4,Yes,No,High,Medium,High
97,3,No,No,High,Low,High
93,2,No,No,Medium,Low,Medium
115,2,Yes,Yes,High,Low,Medium
83,3,No,No,Low,High,Low
105,10,Yes,Yes,High,High,High
94,4,Yes,No,High,Low,High
88,7,No,No,Medium,High,Medium
138,4,No,Yes,High,High,High
106,7,Yes,No,Low,Medium,High
109,4,No,No,High,Low,High
117,3,Yes,No,High,Low,Low
78,8,No,No,High,Medium,High
126,3,No,No,Low,Medium,Medium
62,8,Yes,No,High,Medium,High
88,2,Yes,No,High,High,Low
93,3,Yes,No,Medium,Medium,High
108,4,No,No,Medium,Low,Medium
103,3,No,No,Medium,Medium,High
97,6,No,No,High,Low,Low
99,9,No,No,High,Medium,High
85,10,No,No,High,Low,Medium
77,8,No,No,Medium,Low,Low
110,4,No,No,High,Low,Low
110,2,No,Yes,High,High,Medium
123,10,Yes,No,Medium,Low,Low
88,1,Yes,No,Low,Low,High
110,4,No,No,Low,Low,High
95,5,No,No,High,Medium,Low
117,2,Yes,No,Medium,Medium,Low
115,3,No,No,Medium,Medium,Low
103,4,Yes,No,Medium,High,Low
94,3,Yes,No,High,High,Low
114,8,Yes,Yes,Medium,High,High
109,2,No,No,Medium,Medium,Low
89,9,Yes,No,Medium,High,Medium
80,6,Yes,No,Medium,High,Medium
95,1,Yes,No,Medium,High,Medium
122,8,Yes,No,Medium,High,Low
117,10,Yes,No,High,Medium,Low
83,6,Yes,No,High,High,Low
82,4,No,Yes,High,High,High
119,6,No,No,Low,Medium,High
82,2,No,Yes,High,High,High
107,1,No,No,Low,High,High
90,6,Yes,No,Low,Medium,Low
124,8,Yes,Yes,High,High,High
88,5,No,Yes,High,High,Medium
117,8,Yes,No,High,Low,Low
102,3,No,No,High,Low,Medium
103,6,No,No,High,Medium,Low
70,1,No,No,High,Medium,Low
66,3,No,No,High,Medium,Medium
96,4,No,No,High,Low,Low
103,5,Yes,No,Medium,Low,Medium
83,3,Yes,No,Medium,Medium,Low
83,8,Yes,No,High,Low,High
108,5,No,No,Medium,High,Low
108,7,No,No,Low,Low,Medium
97,5,Yes,No,Medium,Low,High
111,8,No,No,Medium,Medium,Medium
82,1,Yes,No,High,Medium,Medium
94,3,No,Yes,High,High,Medium
124,3,No,Yes,High,High,High
101,10,No,No,High,Low,Medium
101,10,No,Yes,High,High,Medium
134,3,No,No,High,Low,High
79,6,No,No,High,Low,Low
111,9,No,No,Medium,Low,Low
124,6,Yes,No,Medium,Low,Low
95,5,Yes,No,Medium,High,Low
112,1,No,Yes,High,High,High
85,2,No,No,High,High,High
89,1,Yes,No,High,Medium,High
105,6,Yes,No,High,Low,Medium
111,3,Yes,No,Low,Low,Medium
116,5,Yes,No,Low,Low,High
123,6,Yes,No,Medium,Low,Medium
98,5,No,No,Medium,Low,High
117,3,Yes,No,High,Low,High
94,2,No,No,Medium,High,Medium
113,2,No,Yes,High,Medium,High
103,2,No,No,Medium,Low,Low
106,10,Yes,No,High,Medium,Medium
106,4,No,No,High,Medium,Medium
75,4,Yes,No,High,Low,Medium
83,3,No,No,High,Low,High
101,8,Yes,No,High,Low,Medium
74,4,No,No,Medium,High,Medium
112,8,No,Yes,High,Low,Medium
113,3,No,Yes,High,Low,High
104,2,Yes,No,Medium,Low,Medium
83,8,No,No,Medium,High,Medium
120,6,No,No,Medium,Low,Low
130,2,No,No,High,Medium,Low
102,7,Yes,No,Medium,Low,Medium
107,10,No,No,Low,Low,Medium
103,7,Yes,No,High,Medium,Medium
107,4,No,No,High,Medium,Medium
98,8,Yes,No,Medium,High,High
99,3,No,No,Medium,High,Medium
113,9,No,Yes,Medium,High,Medium
135,5,No,No,Medium,Low,Medium
78,3,Yes,No,Medium,Low,Medium
98,9,No,No,High,Low,Medium
82,2,Yes,Yes,High,High,Medium
123,2,No,No,High,Low,Low
91,3,No,No,Medium,High,Medium
78,9,Yes,No,High,Low,Medium
109,10,No,No,High,Low,Low
126,3,Yes,No,Low,Low,High
109,5,No,No,Low,High,Medium
103,9,No,No,Medium,High,High
106,10,No,No,High,Low,Medium
121,6,Yes,No,Medium,Low,Medium
86,6,Yes,No,High,Medium,Low
98,1,No,No,High,Medium,Low
93,2,No,Yes,High,High,Medium
82,9,Yes,No,Medium,Medium,High
95,8,Yes,No,High,Medium,Medium
116,2,No,No,Low,Medium,Low
108,5,No,No,Medium,Medium,Low
109,5,Yes,No,High,High,Medium
102,6,No,No,Medium,High,Medium
107,4,No,No,High,High,Low
87,9,Yes,No,Low,Low,High
95,5,No,No,High,High,Medium
102,4,No,No,Medium,Low,Low
104,9,No,No,High,High,Low
104,2,No,No,Low,High,Medium
97,2,Yes,No,High,High,Low
94,3,No,No,High,Low,Medium
147,10,No,Yes,High,High,High
113,4,No,No,Medium,High,Low
106,10,No,No,High,Low,Medium
96,9,No,No,Low,Low,Low
93,5,Yes,Yes,High,High,High
98,2,Yes,No,High,Low,High
104,3,No,No,High,Medium,High
71,8,No,No,High,High,Low
76,6,No,No,Low,High,Low
90,5,Yes,No,High,Low,High
103,4,Yes,No,Medium,Low,High
96,4,No,No,High,Low,Low
122,8,Yes,Yes,High,Low,High
77,6,No,No,High,High,Low
88,5,Yes,No,,Medium,Medium
122,5,No,No,Medium,Low,High
101,6,No,Yes,High,High,Medium
113,3,No,Yes,Medium,High,Medium
130,7,No,Yes,High,High,High
89,1,No,No,High,Low,Low
98,5,No,No,Low,Medium,Low
95,6,No,No,Medium,Low,Medium
70,2,No,No,Low,Medium,High
95,2,Yes,No,,Low,Medium
113,9,No,No,Low,Low,High
108,2,Yes,No,Medium,Medium,Low
109,3,Yes,No,High,Medium,Medium
94,1,No,No,Medium,Low,Low
90,9,Yes,No,Medium,Low,Low
119,1,Yes,Yes,High,Low,High
92,4,No,No,Low,High,Low
104,7,No,No,High,Low,Low
102,2,No,No,Medium,Medium,High
121,8,Yes,No,Low,Medium,High
114,8,No,Yes,High,High,Low
80,3,No,No,Medium,Medium,High
82,4,Yes,No,High,High,Low
108,7,No,No,High,Medium,Medium
99,5,Yes,No,Medium,Low,Low
93,5,Yes,No,Medium,Medium,Low
115,2,Yes,No,Medium,Medium,Low
102,6,Yes,No,Medium,High,Medium
100,4,No,No,Medium,Low,Medium
111,5,No,Yes,High,High,High
94,5,No,No,Medium,High,Medium
123,2,No,No,Low,Low,Medium
88,8,Yes,No,Medium,Medium,Medium
109,1,Yes,No,Low,Medium,Medium
121,2,Yes,Yes,High,Medium,Medium
79,7,No,No,High,Low,Low
94,7,No,No,Medium,Low,Low
117,2,Yes,Yes,Medium,High,High
117,1,No,Yes,High,High,Medium
97,10,Yes,No,Low,High,Medium
88,1,No,No,High,Low,High
114,1,No,No,Medium,Low,Low
117,6,Yes,No,High,Low,Low
82,10,Yes,No,High,Low,Low
81,7,Yes,No,Low,Medium,High
103,2,Yes,No,High,Low,Low
109,6,No,No,High,Low,High
95,4,No,No,Low,Medium,Low
110,9,No,No,Low,Low,Medium
89,8,No,No,High,Low,Low
68,8,Yes,No,High,Low,Medium
93,2,No,No,High,Low,Medium
100,5,Yes,No,High,Low,Medium
95,2,No,No,High,Medium,High
82,3,No,No,High,Low,Low
72,8,Yes,No,High,Medium,Medium
92,5,Yes,No,Medium,Medium,High
113,4,Yes,Yes,High,Low,High
118,5,Yes,No,Low,Low,Low
117,8,No,Yes,Medium,High,Medium
87,10,Yes,No,High,Low,Low
82,7,Yes,No,Medium,Medium,Medium
107,6,Yes,No,Low,High,Low
109,2,No,No,Low,High,Medium
106,10,No,No,High,High,Low
69,5,No,No,,High,Low
86,10,Yes,No,Medium,Low,Medium
99,9,No,No,Medium,Medium,Medium
107,9,Yes,No,Medium,Medium,High
111,9,Yes,Yes,Medium,High,Medium
102,3,No,No,Low,Medium,High
104,9,No,No,Medium,Low,High
101,9,Yes,No,Medium,Low,High
110,5,Yes,No,Medium,Low,Low
104,6,No,No,Low,High,Medium
100,7,No,No,High,Medium,Low
95,10,Yes,No,High,Medium,Low
101,10,No,No,High,Medium,Low
107,10,Yes,No,High,Medium,High
104,6,Yes,No,Low,High,Medium
105,5,No,No,High,Low,High
120,1,Yes,Yes,Low,High,High
103,4,Yes,No,High,Medium,Medium
90,8,No,No,High,Low,Low
113,8,Yes,Yes,High,Medium,Medium
79,6,No,No,High,Low,Low
83,3,Yes,No,High,Low,Medium
105,8,Yes,No,High,Low,High
107,7,Yes,No,Medium,Low,Low
81,9,No,No,High,Medium,High
94,3,No,No,Low,Low,High
90,6,Yes,No,High,Medium,High
92,1,No,No,Medium,Medium,Medium
114,8,No,No,Medium,High,Low
110,2,No,No,High,Low,High
99,5,Yes,No,Low,High,High
91,6,Yes,No,High,High,Low
79,4,No,No,Medium,High,Medium
121,9,No,No,High,Medium,Low
108,3,Yes,Yes,High,High,High
89,2,No,Yes,High,High,Medium
110,3,Yes,No,Medium,High,High
98,5,Yes,No,Low,High,Medium
95,1,Yes,No,High,Low,High
106,10,No,No,Low,High,Medium
88,4,No,No,Medium,Low,Medium
94,1,Yes,No,High,Medium,Low
101,9,No,No,Medium,Low,Low
92,3,No,No,Medium,Low,High
110,2,No,No,Low,Medium,High
128,5,Yes,No,Low,High,Low
88,1,No,Yes,High,High,High
75,10,No,No,Low,Medium,Low
69,7,No,No,High,Low,Low
97,9,No,No,Medium,High,Low
90,1,No,No,Low,Medium,High
103,8,No,Yes,High,High,Medium
101,8,No,No,Low,High,Medium
75,7,Yes,No,High,Low,Low
72,10,Yes,Yes,High,High,Medium
104,4,No,No,Low,Medium,High
102,7,No,No,High,Low,High
93,2,Yes,No,Medium,Low,High
75,6,Yes,No,Low,High,Medium
107,5,Yes,No,Low,Low,High
119,5,Yes,Yes,,Medium,Medium
104,8,Yes,No,Low,Low,Low
87,1,Yes,No,High,Medium,Low
100,8,No,No,High,High,Low
79,4,Yes,No,Low,Low,Medium
115,10,No,No,Medium,Medium,Medium
101,6,No,No,High,Medium,Low
73,6,No,No,High,Low,Low
95,1,No,No,Medium,Medium,Medium
106,8,Yes,Yes,High,High,High
95,4,Yes,No,Medium,Low,High
95,9,No,No,High,Medium,Medium
81,7,Yes,No,High,Medium,Low
108,4,No,No,High,High,Low
90,1,No,No,High,Medium,Low
67,9,No,No,High,Low,High
94,10,No,Yes,High,High,High
114,6,Yes,Yes,High,Medium,High
94,6,Yes,No,Medium,Low,Low
126,1,Yes,Yes,Medium,High,High
106,5,No,No,Medium,Medium,High
105,4,No,No,Medium,High,Medium
98,1,No,No,Medium,Low,High
98,7,No,No,Low,Low,High
96,4,No,No,Medium,Low,Low
95,3,Yes,No,High,Medium,High
107,2,No,No,Medium,High,Medium
85,8,Yes,No,High,Low,Medium
83,5,No,No,Low,Medium,Low
83,10,No,No,Medium,Low,High
130,9,Yes,Yes,Low,High,High
107,5,No,No,Medium,High,Low
104,10,No,No,High,High,Low
84,1,Yes,No,High,Low,Low
109,10,No,No,Medium,High,High
98,5,No,No,High,High,Low
103,5,No,No,High,Low,Low
85,8,No,No,Medium,Low,High
102,6,No,No,Low,High,Low
93,5,No,No,High,Low,Low
88,8,Yes,No,Low,Low,Low
111,1,Yes,Yes,,Low,Medium
76,5,No,No,High,Low,Medium
108,3,No,No,High,High,Medium
110,5,No,No,Medium,Medium,Low
86,3,No,No,High,Medium,Medium
87,4,No,No,Low,Low,Low
96,9,Yes,No,High,Medium,Low
104,2,Yes,No,High,High,Low
97,10,No,No,Low,Medium,Low
106,1,No,Yes,High,High,Medium
126,4,Yes,No,Medium,Low,High
92,8,No,No,Low,Low,Medium
74,5,No,No,High,Low,High
112,9,Yes,Yes,High,High,High
125,10,No,No,High,Low,Low
105,3,No,No,Medium,High,Medium
83,9,No,No,High,Low,Medium
98,1,No,No,Low,Low,Low
83,2,Yes,No,High,Low,Medium
109,9,No,Yes,High,High,Medium
79,9,Yes,No,High,Low,Medium
95,10,Yes,No,High,Low,High
84,5,No,No,High,Low,Low
101,10,Yes,No,High,Low,High
94,4,No,Yes,High,High,High
102,9,No,No,High,Medium,Low
100,10,No,No,High,Low,Low
85,2,No,No,High,Medium,High
109,3,Yes,Yes,High,High,High
99,8,Yes,No,Low,High,High
85,1,Yes,No,Low,Low,Medium
133,2,No,No,High,Medium,Low
107,5,No,No,Medium,Medium,Medium
97,7,Yes,No,High,Medium,High
121,10,No,No,Medium,Low,Low
127,9,Yes,No,Medium,Medium,Medium
97,3,No,No,High,High,Low
105,4,Yes,No,High,Low,High
85,10,Yes,No,Low,Low,High
97,1,Yes,Yes,High,High,Medium
97,1,Yes,No,High,Low,Medium
102,1,No,No,Medium,Medium,Medium
104,4,Yes,No,Medium,High,High
108,9,Yes,No,Low,Low,High
103,8,No,No,Low,High,High
81,4,No,No,Medium,High,Low
85,8,Yes,No,Low,High,Medium
91,7,No,No,Medium,High,High
95,6,No,No,High,High,Low
115,10,No,Yes,High,High,Medium
82,2,Yes,No,High,Low,Medium
94,3,No,No,Low,Medium,Low
114,4,Yes,No,High,Low,Low
95,7,No,No,High,Low,High
106,8,No,No,High,High,High
97,8,No,No,High,Low,High
103,4,Yes,No,High,High,Low
96,9,No,No,High,Medium,High
110,8,No,Yes,High,High,High
76,5,Yes,No,Low,High,Low
94,3,No,No,Medium,Medium,Low
104,2,Yes,No,Low,Medium,Low
108,9,Yes,No,Low,Low,High
122,1,Yes,No,Low,Medium,High
94,7,No,No,High,Low,Medium
122,7,Yes,No,Low,Low,Medium
90,1,No,No,,Low,High
119,7,No,No,High,Low,High
112,1,No,No,Medium,Low,High
86,2,No,No,High,Low,Low
104,9,Yes,No,Low,Low,Low
99,8,Yes,No,High,Low,Medium
109,9,Yes,No,High,Medium,Medium
96,9,No,No,Low,High,Medium
95,4,No,Yes,High,High,High
120,5,Yes,Yes,High,Low,Medium
98,10,No,No,Low,High,Medium
112,7,No,Yes,High,High,Medium
96,6,No,No,High,Medium,High
124,9,Yes,No,Medium,Medium,Medium
89,2,Yes,No,High,Low,Medium
90,8,No,No,Low,Medium,Low
122,2,No,No,Medium,High,Low
93,2,No,No,Low,Medium,Low
124,3,No,Yes,High,High,High
113,4,Yes,No,High,Medium,Low
97,6,Yes,No,Low,Medium,Medium
72,6,No,No,Medium,Medium,Medium
99,2,No,No,Low,Medium,High
101,6,No,No,High,Low,Medium
117,8,No,Yes,Low,High,Medium
123,5,No,Yes,High,High,High
89,1,No,No,High,Medium,High
112,8,Yes,Yes,High,Low,High
111,6,Yes,Yes,Medium,High,High
116,2,No,No,Medium,Medium,High
107,7,No,No,Medium,Low,High
70,8,No,No,High,Low,Low
97,2,No,No,High,Low,High
82,1,Yes,No,Medium,Low,Low
96,6,Yes,No,Medium,High,Low
114,6,Yes,No,High,Low,Low
104,8,No,No,Low,High,Medium
117,7,Yes,No,High,Low,Low
105,8,Yes,No,High,Low,High
80,10,Yes,No,Low,Low,High
62,10,No,No,High,Low,High
102,5,No,No,High,Low,Medium
96,2,Yes,No,High,Medium,High
85,5,Yes,No,Low,Low,High
74,2,No,No,Low,Low,Medium
88,9,No,No,Medium,High,Medium
97,5,No,No,Low,Medium,Low
109,1,Yes,No,High,High,Low
102,9,No,No,High,Low,High
124,10,No,No,Medium,Low,High
84,5,No,No,High,Low,High
113,1,No,Yes,High,Medium,Medium
100,9,Yes,No,Medium,High,Low
110,9,Yes,No,Medium,High,Medium
93,10,Yes,No,Low,Low,High
116,10,Yes,Yes,High,Low,Medium
104,9,No,No,Medium,Low,Medium
89,6,No,No,High,Low,Medium
99,10,No,No,Medium,Medium,Low
96,10,No,No,High,Low,High
107,2,No,No,Low,High,High
82,7,No,No,High,Medium,Low
99,2,No,No,High,Low,Medium
105,4,No,No,Medium,High,High
100,4,Yes,Yes,High,High,Medium
120,10,No,Yes,High,Medium,High
111,7,Yes,Yes,High,High,Medium
99,6,No,No,Medium,High,Medium
103,10,No,No,Medium,High,High
104,7,No,No,High,Low,High
106,6,Yes,No,High,Medium,High
72,1,Yes,No,Medium,High,High
95,4,Yes,No,High,Medium,Medium
77,3,Yes,No,Low,Low,High
119,7,Yes,Yes,High,Low,Medium
99,7,No,No,Low,High,High
97,4,No,No,Medium,Low,Medium
113,7,Yes,No,Medium,Low,High
106,4,Yes,No,Medium,High,Low
83,9,No,No,Medium,Low,Low
98,3,No,No,High,Low,Medium
94,10,No,No,Medium,Low,High
73,2,No,No,Low,High,Low
89,5,Yes,No,High,Low,High
97,9,No,No,Medium,High,Medium
98,3,No,No,High,Medium,Medium
77,1,Yes,No,High,Medium,Medium
117,9,No,Yes,High,Medium,Medium
98,5,Yes,Yes,High,High,Medium
100,2,No,No,Low,Low,Medium
106,6,No,No,High,High,Low
88,3,No,No,,High,Low
106,9,Yes,No,Medium,Low,Low
94,3,Yes,No,,Low,High
86,2,No,No,High,Low,Low
108,3,Yes,No,High,High,Low
122,6,No,No,Medium,Medium,High
110,3,No,No,High,Low,High
113,9,No,No,Low,Low,High
92,9,Yes,No,Low,Medium,High
76,9,No,No,Low,High,Medium
122,2,No,No,Medium,Low,High
130,7,Yes,No,Medium,Low,High
123,2,No,Yes,High,High,Medium
94,1,No,No,Medium,High,Medium
82,5,Yes,No,,Low,High
84,8,No,No,Medium,Medium,Low
74,3,Yes,No,Medium,High,Medium
98,7,No,No,Low,High,High
124,6,No,Yes,Medium,High,High
97,1,No,No,Low,Low,Low
104,7,Yes,No,High,High,Low
120,3,No,Yes,High,High,Medium
93,4,Yes,No,Medium,Low,High
130,10,No,Yes,Medium,High,High
129,2,Yes,No,Low,Medium,Medium
98,1,No,No,High,Medium,Low
91,5,No,No,High,Low,Medium
110,6,Yes,No,Low,High,Low
94,2,No,No,Medium,Low,Medium
82,10,No,No,,Medium,High
119,6,No,No,Medium,Medium,Medium
118,6,No,No,Medium,High,Low
102,8,Yes,No,Medium,Low,Medium
81,8,Yes,Yes,High,High,High
81,6,No,No,High,Low,Low
101,7,No,Yes,,High,Medium
92,4,No,Yes,High,High,Medium
94,5,Yes,No,Medium,High,Medium
115,6,No,No,High,Medium,High
110,6,No,No,Medium,Medium,High
120,3,Yes,No,High,Medium,Low
85,9,No,No,High,Medium,Low
94,4,Yes,No,Medium,Medium,Medium
111,8,No,No,Low,High,Low
106,4,No,No,High,Medium,Low
122,6,No,Yes,High,Low,High
106,1,Yes,No,Medium,High,Medium
127,2,Yes,No,Medium,Medium,Low
108,6,No,No,Low,High,High
115,3,Yes,Yes,Medium,High,Medium
95,7,No,No,High,Medium,High
100,1,No,No,,Low,High
113,3,No,Yes,High,Medium,Medium
124,3,Yes,Yes,High,Low,Medium
110,1,No,No,High,Low,High
98,4,No,No,High,Low,Low
120,8,No,No,Medium,Low,Medium
67,7,Yes,Yes,High,High,High
78,7,No,No,Medium,Medium,High
110,5,Yes,No,High,High,Low
100,4,No,No,Low,Low,High
109,10,No,No,Medium,Low,Low
100,6,No,No,High,Medium,High
108,2,Yes,No,High,Low,Medium
87,1,Yes,No,High,Low,Low
108,7,No,No,Low,High,Low
114,4,No,Yes,High,Low,High
118,7,No,Yes,High,Low,High
130,6,No,No,Medium,Low,Medium
103,9,No,No,High,High,High
104,10,No,No,Medium,High,High
77,6,Yes,No,Medium,Medium,Low
92,3,Yes,No,High,Medium,Medium
97,7,No,No,Low,Medium,High
115,9,Yes,No,Low,High,Low
90,10,No,No,Low,Low,Medium
111,6,No,Yes,Medium,High,Medium
99,7,Yes,No,Low,High,High
97,8,Yes,No,Medium,High,High
103,4,No,No,Low,Medium,Medium
94,5,No,No,Medium,Low,Low
93,4,No,No,Medium,Medium,High
74,1,No,No,Low,High,Medium
96,6,Yes,No,High,Low,Medium
92,7,Yes,No,High,Medium,High
92,2,No,No,Low,High,High
106,6,No,No,High,Medium,Low
109,2,No,No,,Low,High
103,10,Yes,No,High,Medium,Medium
114,5,No,No,Low,Medium,Low
108,1,No,No,High,Low,Medium
95,3,No,No,Medium,Low,Low
93,4,No,No,Low,Low,High
104,4,Yes,No,Medium,Low,Medium
108,2,Yes,No,Medium,Low,Low
120,8,Yes,No,High,Low,Medium
117,6,Yes,Yes,High,High,Medium
91,9,Yes,No,High,Low,Low
98,6,No,No,Medium,Medium,Medium
110,3,Yes,No,Medium,Medium,Low
116,2,No,No,Medium,Low,High
114,9,No,No,Medium,Medium,Medium
99,3,No,Yes,,High,Medium
81,6,Yes,Yes,High,High,High
85,10,No,No,,Low,Medium
104,2,No,Yes,High,High,High
105,7,Yes,No,Medium,Low,Low
83,1,No,No,Medium,High,High
100,9,Yes,No,Medium,Medium,Low
109,1,Yes,No,Medium,Low,Low
82,9,No,Yes,High,High,Medium
116,1,No,No,High,High,Low
94,1,No,No,Medium,High,Low
118,8,No,Yes,High,Medium,Medium
91,1,No,No,High,Medium,Medium
84,8,No,No,Medium,High,Low
93,3,Yes,No,High,Low,High
98,4,Yes,No,Low,Medium,Medium
94,2,Yes,No,High,High,Low
96,6,Yes,No,Low,High,High
105,7,No,No,Low,Low,Medium
97,10,No,No,High,Low,High
99,3,Yes,No,Medium,Low,Low
74,9,No,No,High,Medium,Low
105,3,Yes,No,High,High,Low
98,7,No,No,Low,High,Medium
124,4,Yes,Yes,High,High,Low
85,5,Yes,No,Medium,High,High
72,9,Yes,No,Low,Medium,High
109,3,No,Yes,High,High,High
105,3,Yes,No,High,Low,Low
84,9,Yes,No,High,High,Medium
77,9,No,No,High,Medium,High
123,4,No,No,Medium,Medium,Low
121,1,No,Yes,High,Low,High
62,1,No,No,High,High,High
93,9,Yes,No,Low,Low,Low
124,6,Yes,No,Medium,Low,Medium
92,5,No,No,Medium,Low,Low
92,10,No,No,High,Medium,High
95,3,Yes,No,High,Low,High
83,3,No,No,High,High,Low
74,2,No,No,Low,Medium,Low
115,7,Yes,No,Medium,Medium,Medium
72,9,Yes,No,Low,Low,Low
103,6,No,No,High,Medium,Low
113,10,Yes,Yes,High,High,Low
78,1,No,No,,Low,High
86,6,No,No,Low,High,Medium
118,8,No,Yes,Medium,High,Medium
107,8,No,No,High,High,High
90,10,No,No,High,Medium,Low
118,3,Yes,Yes,High,Low,Medium
118,1,Yes,Yes,Medium,High,Medium
104,5,Yes,No,Medium,Low,High
86,6,Yes,No,High,Low,Medium
93,10,No,No,High,Medium,Medium
104,9,Yes,No,High,Low,Low
97,2,No,No,Low,Low,Low
114,1,No,Yes,High,Medium,Medium
77,7,No,No,Low,Low,Low
77,2,No,No,High,Low,Medium
102,2,No,Yes,High,High,High
92,3,No,No,High,Medium,Low
90,4,No,Yes,High,High,High
73,7,No,No,Low,Medium,High
100,1,No,No,Low,Low,Medium
99,6,Yes,No,Low,High,Medium
109,7,No,No,Low,High,Medium
101,3,No,No,High,Medium,Low
98,3,No,No,Low,High,Medium
117,2,Yes,Yes,High,Medium,High
80,5,No,No,High,Low,Medium
108,7,Yes,No,High,Low,Low
74,3,No,No,High,Low,Low
87,7,No,No,Medium,Medium,Medium
81,8,No,No,Medium,Low,Low
111,3,No,No,Medium,Low,Medium
99,1,Yes,No,High,Medium,High
99,3,Yes,No,High,Medium,Medium
83,6,No,No,Medium,High,High
95,1,Yes,No,High,Medium,Medium
